uid,event,ioi,period,pulses
e9963656369cf949-0,16,1,18,9
e9963656369cf949-0,17,1,18,9
e9963656369cf949-0,18,1,18,9
e9963656369cf949-0,19,1,18,9
e9963656369cf949-0,20,6,18,9
e9963656369cf949-0,21,1,18,9
e9963656369cf949-0,22,1,18,9
e9963656369cf949-0,23,1,18,9
e9963656369cf949-0,24,1,18,9
e9963656369cf949-0,25,1,18,9
e9963656369cf949-0,26,1,18,9
e9963656369cf949-0,27,1,18,9
e9963656369cf949-0,28,1,18,9
41db9aa4b14de8c1-0,0,2,18,9
41db9aa4b14de8c1-0,1,1,18,9
41db9aa4b14de8c1-0,2,1,18,9
41db9aa4b14de8c1-0,3,2,18,9
41db9aa4b14de8c1-0,4,2,18,9
41db9aa4b14de8c1-0,5,4,18,9
41db9aa4b14de8c1-0,6,2,18,9
41db9aa4b14de8c1-0,7,1,18,9
41db9aa4b14de8c1-0,8,3,18,9
41db9aa4b14de8c1-0,9,1,18,9
41db9aa4b14de8c1-0,10,1,18,9
41db9aa4b14de8c1-0,11,1,18,9
41db9aa4b14de8c1-0,12,1,18,9
41db9aa4b14de8c1-0,13,1,18,9
41db9aa4b14de8c1-0,14,1,18,9
41db9aa4b14de8c1-0,15,2,18,9
41db9aa4b14de8c1-0,16,2,18,9
41db9aa4b14de8c1-0,17,2,18,9
41db9aa4b14de8c1-0,18,2,18,9
41db9aa4b14de8c1-0,19,2,18,9
41db9aa4b14de8c1-0,20,2,18,9
41db9aa4b14de8c1-0,21,1,18,9
41db9aa4b14de8c1-0,22,1,18,9
41db9aa4b14de8c1-0,23,1,18,9
41db9aa4b14de8c1-0,24,1,18,9
41db9aa4b14de8c1-0,25,1,18,9
41db9aa4b14de8c1-0,26,1,18,9
41db9aa4b14de8c1-0,27,2,18,9
41db9aa4b14de8c1-0,28,2,18,9
7c3b46f4450d1d47-0,0,2,18,9
7c3b46f4450d1d47-0,1,2,18,9
7c3b46f4450d1d47-0,2,4,18,9
7c3b46f4450d1d47-0,3,2,18,9
7c3b46f4450d1d47-0,4,8,18,9
7c3b46f4450d1d47-0,5,2,18,9
7c3b46f4450d1d47-0,6,2,18,9
7c3b46f4450d1d47-0,7,4,18,9
7c3b46f4450d1d47-0,8,2,18,9
7c3b46f4450d1d47-0,9,8,18,9
7c3b46f4450d1d47-0,10,2,18,9
7c3b46f4450d1d47-0,11,2,18,9
7c3b46f4450d1d47-0,12,4,18,9
7c3b46f4450d1d47-0,13,2,18,9
7c3b46f4450d1d47-0,14,8,18,9
7c3b46f4450d1d47-0,15,2,18,9
7c3b46f4450d1d47-0,16,2,18,9
7c3b46f4450d1d47-0,17,4,18,9
7c3b46f4450d1d47-0,18,2,18,9
7c3b46f4450d1d47-0,19,8,18,9
7c3b46f4450d1d47-0,20,2,18,9
7c3b46f4450d1d47-0,21,2,18,9
7c3b46f4450d1d47-0,22,4,18,9
7c3b46f4450d1d47-0,23,10,18,9
7c3b46f4450d1d47-0,24,2,18,9
7c3b46f4450d1d47-0,25,2,18,9
7c3b46f4450d1d47-0,26,2,18,9
7c3b46f4450d1d47-0,27,2,18,9
7c3b46f4450d1d47-0,28,2,18,9
f91188677d9e1ec1-0,0,4,20,10
f91188677d9e1ec1-0,1,2,20,10
f91188677d9e1ec1-0,2,4,20,10
f91188677d9e1ec1-0,3,2,20,10
f91188677d9e1ec1-0,4,2,20,10
f91188677d9e1ec1-0,5,4,20,10
f91188677d9e1ec1-0,6,2,20,10
f91188677d9e1ec1-0,7,4,20,10
f91188677d9e1ec1-0,8,2,20,10
f91188677d9e1ec1-0,9,2,20,10
f91188677d9e1ec1-0,10,2,20,10
f91188677d9e1ec1-0,11,2,20,10
f91188677d9e1ec1-0,12,2,20,10
f91188677d9e1ec1-0,13,6,20,10
f91188677d9e1ec1-0,14,2,20,10
f91188677d9e1ec1-0,15,2,20,10
f91188677d9e1ec1-0,16,2,20,10
f91188677d9e1ec1-0,17,2,20,10
f91188677d9e1ec1-0,18,2,20,10
f91188677d9e1ec1-0,19,2,20,10
f91188677d9e1ec1-0,20,2,20,10
f91188677d9e1ec1-0,21,2,20,10
f91188677d9e1ec1-0,22,2,20,10
f91188677d9e1ec1-0,23,2,20,10
f91188677d9e1ec1-0,24,2,20,10
f91188677d9e1ec1-0,25,2,20,10
f91188677d9e1ec1-0,26,2,20,10
f91188677d9e1ec1-0,27,2,20,10
f91188677d9e1ec1-0,28,2,20,10
a4b09c01a6a2cd97-0,0,1,16,8
a4b09c01a6a2cd97-0,1,1,16,8
a4b09c01a6a2cd97-0,2,2,16,8
a4b09c01a6a2cd97-0,3,2,16,8
a4b09c01a6a2cd97-0,4,3,16,8
a4b09c01a6a2cd97-0,5,1,16,8
a4b09c01a6a2cd97-0,6,1,16,8
a4b09c01a6a2cd97-0,7,1,16,8
a4b09c01a6a2cd97-0,8,4,16,8
a4b09c01a6a2cd97-0,9,1,16,8
a4b09c01a6a2cd97-0,10,1,16,8
a4b09c01a6a2cd97-0,11,2,16,8
a4b09c01a6a2cd97-0,12,2,16,8
a4b09c01a6a2cd97-0,13,3,16,8
a4b09c01a6a2cd97-0,14,1,16,8
a4b09c01a6a2cd97-0,15,1,16,8
a4b09c01a6a2cd97-0,16,1,16,8
a4b09c01a6a2cd97-0,17,4,16,8
a4b09c01a6a2cd97-0,18,1,16,8
a4b09c01a6a2cd97-0,19,1,16,8
a4b09c01a6a2cd97-0,20,1,16,8
a4b09c01a6a2cd97-0,21,1,16,8
a4b09c01a6a2cd97-0,22,1,16,8
a4b09c01a6a2cd97-0,23,1,16,8
a4b09c01a6a2cd97-0,24,1,16,8
a4b09c01a6a2cd97-0,25,1,16,8
a4b09c01a6a2cd97-0,26,1,16,8
a4b09c01a6a2cd97-0,27,1,16,8
a4b09c01a6a2cd97-0,28,1,16,8
bda836d89aada0d5-0,0,4,20,10
bda836d89aada0d5-0,1,2,20,10
bda836d89aada0d5-0,2,2,20,10
bda836d89aada0d5-0,3,2,20,10
bda836d89aada0d5-0,4,2,20,10
bda836d89aada0d5-0,5,1,20,10
bda836d89aada0d5-0,6,1,20,10
bda836d89aada0d5-0,7,2,20,10
bda836d89aada0d5-0,8,2,20,10
bda836d89aada0d5-0,9,2,20,10
bda836d89aada0d5-0,10,4,20,10
bda836d89aada0d5-0,11,1,20,10
bda836d89aada0d5-0,12,1,20,10
bda836d89aada0d5-0,13,3,20,10
bda836d89aada0d5-0,14,1,20,10
bda836d89aada0d5-0,15,1,20,10
bda836d89aada0d5-0,16,1,20,10
bda836d89aada0d5-0,17,1,20,10
bda836d89aada0d5-0,18,1,20,10
bda836d89aada0d5-0,19,4,20,10
bda836d89aada0d5-0,20,2,20,10
bda836d89aada0d5-0,21,4,20,10
bda836d89aada0d5-0,22,2,20,10
bda836d89aada0d5-0,23,2,20,10
bda836d89aada0d5-0,24,2,20,10
bda836d89aada0d5-0,25,2,20,10
bda836d89aada0d5-0,26,2,20,10
bda836d89aada0d5-0,27,4,20,10
bda836d89aada0d5-0,28,1,20,10
bda836d89aada0d5-2,0,4,20,10
bda836d89aada0d5-2,1,1,20,10
bda836d89aada0d5-2,2,1,20,10
bda836d89aada0d5-2,3,1,20,10
bda836d89aada0d5-2,4,1,20,10
bda836d89aada0d5-2,5,1,20,10
bda836d89aada0d5-2,6,1,20,10
bda836d89aada0d5-2,7,1,20,10
bda836d89aada0d5-2,8,1,20,10
bda836d89aada0d5-2,9,1,20,10
bda836d89aada0d5-2,10,1,20,10
bda836d89aada0d5-2,11,1,20,10
bda836d89aada0d5-2,12,1,20,10
bda836d89aada0d5-2,13,1,20,10
bda836d89aada0d5-2,14,1,20,10
bda836d89aada0d5-2,15,2,20,10
bda836d89aada0d5-2,16,1,20,10
bda836d89aada0d5-2,17,1,20,10
bda836d89aada0d5-2,18,1,20,10
bda836d89aada0d5-2,19,1,20,10
bda836d89aada0d5-2,20,1,20,10
bda836d89aada0d5-2,21,1,20,10
bda836d89aada0d5-2,22,1,20,10
bda836d89aada0d5-2,23,1,20,10
bda836d89aada0d5-2,24,1,20,10
bda836d89aada0d5-2,25,1,20,10
bda836d89aada0d5-2,26,1,20,10
bda836d89aada0d5-2,27,1,20,10
bda836d89aada0d5-2,28,1,20,10
54ad07dcbd46698f-0,0,2,18,9
54ad07dcbd46698f-0,1,1,18,9
54ad07dcbd46698f-0,2,1,18,9
54ad07dcbd46698f-0,3,2,18,9
54ad07dcbd46698f-0,4,1,18,9
54ad07dcbd46698f-0,5,1,18,9
54ad07dcbd46698f-0,6,1,18,9
54ad07dcbd46698f-0,7,1,18,9
54ad07dcbd46698f-0,8,1,18,9
54ad07dcbd46698f-0,9,1,18,9
54ad07dcbd46698f-0,10,2,18,9
54ad07dcbd46698f-0,11,2,18,9
54ad07dcbd46698f-0,12,2,18,9
54ad07dcbd46698f-0,13,2,18,9
54ad07dcbd46698f-0,14,1,18,9
54ad07dcbd46698f-0,15,1,18,9
54ad07dcbd46698f-0,16,2,18,9
54ad07dcbd46698f-0,17,1,18,9
54ad07dcbd46698f-0,18,1,18,9
54ad07dcbd46698f-0,19,1,18,9
54ad07dcbd46698f-0,20,1,18,9
54ad07dcbd46698f-0,21,1,18,9
54ad07dcbd46698f-0,22,1,18,9
54ad07dcbd46698f-0,23,1,18,9
54ad07dcbd46698f-0,24,1,18,9
54ad07dcbd46698f-0,25,4,18,9
54ad07dcbd46698f-0,26,2,18,9
54ad07dcbd46698f-0,27,1,18,9
54ad07dcbd46698f-0,28,1,18,9
97bf76ba14594ba6-0,0,1,16,8
97bf76ba14594ba6-0,1,1,16,8
97bf76ba14594ba6-0,2,2,16,8
97bf76ba14594ba6-0,3,1,16,8
97bf76ba14594ba6-0,4,1,16,8
97bf76ba14594ba6-0,5,1,16,8
97bf76ba14594ba6-0,6,1,16,8
97bf76ba14594ba6-0,7,1,16,8
97bf76ba14594ba6-0,8,1,16,8
97bf76ba14594ba6-0,9,2,16,8
97bf76ba14594ba6-0,10,1,16,8
97bf76ba14594ba6-0,11,1,16,8
97bf76ba14594ba6-0,12,1,16,8
97bf76ba14594ba6-0,13,1,16,8
97bf76ba14594ba6-0,14,1,16,8
97bf76ba14594ba6-0,15,1,16,8
97bf76ba14594ba6-0,16,1,16,8
97bf76ba14594ba6-0,17,1,16,8
97bf76ba14594ba6-0,18,1,16,8
97bf76ba14594ba6-0,19,1,16,8
97bf76ba14594ba6-0,20,3,16,8
97bf76ba14594ba6-0,21,1,16,8
97bf76ba14594ba6-0,22,2,16,8
97bf76ba14594ba6-0,23,4,16,8
97bf76ba14594ba6-0,24,1,16,8
97bf76ba14594ba6-0,25,1,16,8
97bf76ba14594ba6-0,26,2,16,8
97bf76ba14594ba6-0,27,1,16,8
97bf76ba14594ba6-0,28,1,16,8
313974a0d753dd15-0,0,4,18,9
313974a0d753dd15-0,1,2,18,9
313974a0d753dd15-0,2,1,18,9
313974a0d753dd15-0,3,1,18,9
313974a0d753dd15-0,4,4,18,9
313974a0d753dd15-0,5,1,18,9
313974a0d753dd15-0,6,1,18,9
313974a0d753dd15-0,7,2,18,9
313974a0d753dd15-0,8,1,18,9
313974a0d753dd15-0,9,1,18,9
313974a0d753dd15-0,10,3,18,9
313974a0d753dd15-0,11,1,18,9
313974a0d753dd15-0,12,2,18,9
313974a0d753dd15-0,13,2,18,9
313974a0d753dd15-0,14,4,18,9
313974a0d753dd15-0,15,4,18,9
313974a0d753dd15-0,16,2,18,9
313974a0d753dd15-0,17,3,18,9
313974a0d753dd15-0,18,1,18,9
313974a0d753dd15-0,19,2,18,9
313974a0d753dd15-0,20,1,18,9
313974a0d753dd15-0,21,1,18,9
313974a0d753dd15-0,22,1,18,9
313974a0d753dd15-0,23,1,18,9
313974a0d753dd15-0,24,1,18,9
313974a0d753dd15-0,25,1,18,9
313974a0d753dd15-0,26,4,18,9
313974a0d753dd15-0,27,1,18,9
313974a0d753dd15-0,28,1,18,9
d259964e3d283b7d-0,0,4,18,9
d259964e3d283b7d-0,1,8,18,9
d259964e3d283b7d-0,2,2,18,9
d259964e3d283b7d-0,3,2,18,9
d259964e3d283b7d-0,4,2,18,9
d259964e3d283b7d-0,5,2,18,9
d259964e3d283b7d-0,6,2,18,9
d259964e3d283b7d-0,7,8,18,9
d259964e3d283b7d-0,8,2,18,9
d259964e3d283b7d-0,9,2,18,9
d259964e3d283b7d-0,10,2,18,9
d259964e3d283b7d-0,11,2,18,9
d259964e3d283b7d-0,12,2,18,9
d259964e3d283b7d-0,13,2,18,9
d259964e3d283b7d-0,14,2,18,9
d259964e3d283b7d-0,15,2,18,9
d259964e3d283b7d-0,16,2,18,9
d259964e3d283b7d-0,17,3,18,9
d259964e3d283b7d-0,18,1,18,9
d259964e3d283b7d-0,19,2,18,9
d259964e3d283b7d-0,20,2,18,9
d259964e3d283b7d-0,21,2,18,9
d259964e3d283b7d-0,22,2,18,9
d259964e3d283b7d-0,23,2,18,9
d259964e3d283b7d-0,24,2,18,9
d259964e3d283b7d-0,25,2,18,9
d259964e3d283b7d-0,26,6,18,9
d259964e3d283b7d-0,27,4,18,9
d259964e3d283b7d-0,28,8,18,9
63e53d1ef14185a4-0,0,2,16,4
63e53d1ef14185a4-0,1,1,16,4
63e53d1ef14185a4-0,2,1,16,4
63e53d1ef14185a4-0,3,1,16,4
63e53d1ef14185a4-0,4,1,16,4
63e53d1ef14185a4-0,5,1,16,4
63e53d1ef14185a4-0,6,1,16,4
63e53d1ef14185a4-0,7,8,16,4
63e53d1ef14185a4-0,8,2,16,4
63e53d1ef14185a4-0,9,1,16,4
63e53d1ef14185a4-0,10,1,16,4
63e53d1ef14185a4-0,11,1,16,4
63e53d1ef14185a4-0,12,1,16,4
63e53d1ef14185a4-0,13,1,16,4
63e53d1ef14185a4-0,14,1,16,4
63e53d1ef14185a4-0,15,8,16,4
63e53d1ef14185a4-0,16,2,16,4
63e53d1ef14185a4-0,17,4,16,4
63e53d1ef14185a4-0,18,2,16,4
63e53d1ef14185a4-0,19,4,16,4
63e53d1ef14185a4-0,20,4,16,4
63e53d1ef14185a4-0,21,2,16,4
63e53d1ef14185a4-0,22,2,16,4
63e53d1ef14185a4-0,23,2,16,4
63e53d1ef14185a4-0,24,2,16,4
63e53d1ef14185a4-0,25,8,16,4
63e53d1ef14185a4-0,26,2,16,4
63e53d1ef14185a4-0,27,1,16,4
63e53d1ef14185a4-0,28,1,16,4
cb97f6ae36491292-0,0,3,18,9
cb97f6ae36491292-0,1,1,18,9
cb97f6ae36491292-0,2,2,18,9
cb97f6ae36491292-0,3,2,18,9
cb97f6ae36491292-0,4,2,18,9
cb97f6ae36491292-0,5,2,18,9
cb97f6ae36491292-0,6,2,18,9
cb97f6ae36491292-0,7,2,18,9
cb97f6ae36491292-0,8,2,18,9
cb97f6ae36491292-0,9,12,18,9
cb97f6ae36491292-0,10,2,18,9
cb97f6ae36491292-0,11,2,18,9
cb97f6ae36491292-0,12,2,18,9
cb97f6ae36491292-0,13,3,18,9
cb97f6ae36491292-0,14,1,18,9
cb97f6ae36491292-0,15,2,18,9
cb97f6ae36491292-0,16,2,18,9
cb97f6ae36491292-0,17,2,18,9
cb97f6ae36491292-0,18,2,18,9
cb97f6ae36491292-0,19,4,18,9
cb97f6ae36491292-0,20,1,18,9
cb97f6ae36491292-0,21,1,18,9
cb97f6ae36491292-0,22,12,18,9
cb97f6ae36491292-0,23,2,18,9
cb97f6ae36491292-0,24,2,18,9
cb97f6ae36491292-0,25,2,18,9
cb97f6ae36491292-0,26,12,18,9
cb97f6ae36491292-0,27,2,18,9
cb97f6ae36491292-0,28,2,18,9
8ca7b58aadb73338-0,0,4,20,10
8ca7b58aadb73338-0,1,4,20,10
8ca7b58aadb73338-0,2,4,20,10
8ca7b58aadb73338-0,3,2,20,10
8ca7b58aadb73338-0,4,4,20,10
8ca7b58aadb73338-0,5,2,20,10
8ca7b58aadb73338-0,6,4,20,10
8ca7b58aadb73338-0,7,10,20,10
8ca7b58aadb73338-0,8,6,20,10
8ca7b58aadb73338-0,9,4,20,10
8ca7b58aadb73338-0,10,4,20,10
8ca7b58aadb73338-0,11,4,20,10
8ca7b58aadb73338-0,12,2,20,10
8ca7b58aadb73338-0,13,2,20,10
8ca7b58aadb73338-0,14,2,20,10
8ca7b58aadb73338-0,15,2,20,10
8ca7b58aadb73338-0,16,2,20,10
8ca7b58aadb73338-0,17,2,20,10
8ca7b58aadb73338-0,18,16,20,10
8ca7b58aadb73338-0,19,4,20,10
8ca7b58aadb73338-0,20,4,20,10
8ca7b58aadb73338-0,21,4,20,10
8ca7b58aadb73338-0,22,2,20,10
8ca7b58aadb73338-0,23,4,20,10
8ca7b58aadb73338-0,24,2,20,10
8ca7b58aadb73338-0,25,4,20,10
8ca7b58aadb73338-0,26,10,20,10
8ca7b58aadb73338-0,27,6,20,10
8ca7b58aadb73338-0,28,4,20,10
3c221be9e2a6ed70-0,0,6,20,10
3c221be9e2a6ed70-0,1,4,20,10
3c221be9e2a6ed70-0,2,2,20,10
3c221be9e2a6ed70-0,3,2,20,10
3c221be9e2a6ed70-0,4,6,20,10
3c221be9e2a6ed70-0,5,6,20,10
3c221be9e2a6ed70-0,6,4,20,10
3c221be9e2a6ed70-0,7,2,20,10
3c221be9e2a6ed70-0,8,2,20,10
3c221be9e2a6ed70-0,9,4,20,10
3c221be9e2a6ed70-0,10,2,20,10
3c221be9e2a6ed70-0,11,6,20,10
3c221be9e2a6ed70-0,12,4,20,10
3c221be9e2a6ed70-0,13,2,20,10
3c221be9e2a6ed70-0,14,2,20,10
3c221be9e2a6ed70-0,15,4,20,10
3c221be9e2a6ed70-0,16,2,20,10
3c221be9e2a6ed70-0,17,4,20,10
3c221be9e2a6ed70-0,18,2,20,10
3c221be9e2a6ed70-0,19,2,20,10
3c221be9e2a6ed70-0,20,2,20,10
3c221be9e2a6ed70-0,21,2,20,10
3c221be9e2a6ed70-0,22,2,20,10
3c221be9e2a6ed70-0,23,2,20,10
3c221be9e2a6ed70-0,24,2,20,10
3c221be9e2a6ed70-0,25,2,20,10
3c221be9e2a6ed70-0,26,6,20,10
3c221be9e2a6ed70-0,27,4,20,10
3c221be9e2a6ed70-0,28,2,20,10
7cf1b56cdfb8dd39-0,0,8,16,4
7cf1b56cdfb8dd39-0,1,8,16,4
7cf1b56cdfb8dd39-0,2,4,16,4
7cf1b56cdfb8dd39-0,3,4,16,4
7cf1b56cdfb8dd39-0,4,4,16,4
7cf1b56cdfb8dd39-0,5,4,16,4
7cf1b56cdfb8dd39-0,6,4,16,4
7cf1b56cdfb8dd39-0,7,4,16,4
7cf1b56cdfb8dd39-0,8,4,16,4
7cf1b56cdfb8dd39-0,9,4,16,4
7cf1b56cdfb8dd39-0,10,4,16,4
7cf1b56cdfb8dd39-0,11,4,16,4
7cf1b56cdfb8dd39-0,12,4,16,4
7cf1b56cdfb8dd39-0,13,4,16,4
7cf1b56cdfb8dd39-0,14,4,16,4
7cf1b56cdfb8dd39-0,15,4,16,4
7cf1b56cdfb8dd39-0,16,4,16,4
7cf1b56cdfb8dd39-0,17,2,16,4
7cf1b56cdfb8dd39-0,18,2,16,4
7cf1b56cdfb8dd39-0,19,12,16,4
7cf1b56cdfb8dd39-0,20,2,16,4
7cf1b56cdfb8dd39-0,21,2,16,4
7cf1b56cdfb8dd39-0,22,12,16,4
7cf1b56cdfb8dd39-0,23,2,16,4
7cf1b56cdfb8dd39-0,24,2,16,4
7cf1b56cdfb8dd39-0,25,12,16,4
7cf1b56cdfb8dd39-0,26,1,16,4
7cf1b56cdfb8dd39-0,27,2,16,4
7cf1b56cdfb8dd39-0,28,1,16,4
abcb8a054e00de13-0,0,4,18,9
abcb8a054e00de13-0,1,4,18,9
abcb8a054e00de13-0,2,4,18,9
abcb8a054e00de13-0,3,2,18,9
abcb8a054e00de13-0,4,2,18,9
abcb8a054e00de13-0,5,2,18,9
abcb8a054e00de13-0,6,3,18,9
abcb8a054e00de13-0,7,1,18,9
abcb8a054e00de13-0,8,2,18,9
abcb8a054e00de13-0,9,2,18,9
abcb8a054e00de13-0,10,2,18,9
abcb8a054e00de13-0,11,2,18,9
abcb8a054e00de13-0,12,2,18,9
abcb8a054e00de13-0,13,2,18,9
abcb8a054e00de13-0,14,2,18,9
abcb8a054e00de13-0,15,2,18,9
abcb8a054e00de13-0,16,2,18,9
abcb8a054e00de13-0,17,2,18,9
abcb8a054e00de13-0,18,2,18,9
abcb8a054e00de13-0,19,2,18,9
abcb8a054e00de13-0,20,2,18,9
abcb8a054e00de13-0,21,2,18,9
abcb8a054e00de13-0,22,2,18,9
abcb8a054e00de13-0,23,2,18,9
abcb8a054e00de13-0,24,6,18,9
abcb8a054e00de13-0,25,2,18,9
abcb8a054e00de13-0,26,2,18,9
abcb8a054e00de13-0,27,2,18,9
abcb8a054e00de13-0,28,6,18,9
73c3e40acaea01e6-0,0,4,20,10
73c3e40acaea01e6-0,1,1,20,10
73c3e40acaea01e6-0,2,1,20,10
73c3e40acaea01e6-0,3,1,20,10
73c3e40acaea01e6-0,4,1,20,10
73c3e40acaea01e6-0,5,4,20,10
73c3e40acaea01e6-0,6,1,20,10
73c3e40acaea01e6-0,7,1,20,10
73c3e40acaea01e6-0,8,4,20,10
73c3e40acaea01e6-0,9,2,20,10
73c3e40acaea01e6-0,10,2,20,10
73c3e40acaea01e6-0,11,1,20,10
73c3e40acaea01e6-0,12,1,20,10
73c3e40acaea01e6-0,13,2,20,10
73c3e40acaea01e6-0,14,2,20,10
73c3e40acaea01e6-0,15,2,20,10
73c3e40acaea01e6-0,16,1,20,10
73c3e40acaea01e6-0,17,1,20,10
73c3e40acaea01e6-0,18,1,20,10
73c3e40acaea01e6-0,19,1,20,10
73c3e40acaea01e6-0,20,4,20,10
73c3e40acaea01e6-0,21,1,20,10
73c3e40acaea01e6-0,22,1,20,10
73c3e40acaea01e6-0,23,4,20,10
73c3e40acaea01e6-0,24,1,20,10
73c3e40acaea01e6-0,25,1,20,10
73c3e40acaea01e6-0,26,1,20,10
73c3e40acaea01e6-0,27,1,20,10
73c3e40acaea01e6-0,28,4,20,10
a37fd1121f1aafc4-0,0,2,16,4
a37fd1121f1aafc4-0,1,2,16,4
a37fd1121f1aafc4-0,2,2,16,4
a37fd1121f1aafc4-0,3,10,16,4
a37fd1121f1aafc4-0,4,2,16,4
a37fd1121f1aafc4-0,5,2,16,4
a37fd1121f1aafc4-0,6,2,16,4
a37fd1121f1aafc4-0,7,10,16,4
a37fd1121f1aafc4-0,8,2,16,4
a37fd1121f1aafc4-0,9,2,16,4
a37fd1121f1aafc4-0,10,2,16,4
a37fd1121f1aafc4-0,11,10,16,4
a37fd1121f1aafc4-0,12,2,16,4
a37fd1121f1aafc4-0,13,2,16,4
a37fd1121f1aafc4-0,14,2,16,4
a37fd1121f1aafc4-0,15,6,16,4
a37fd1121f1aafc4-0,16,16,16,4
a37fd1121f1aafc4-0,17,20,16,4
a37fd1121f1aafc4-0,18,2,16,4
a37fd1121f1aafc4-0,19,2,16,4
a37fd1121f1aafc4-0,20,4,16,4
a37fd1121f1aafc4-0,21,8,16,4
a37fd1121f1aafc4-0,22,2,16,4
a37fd1121f1aafc4-0,23,2,16,4
a37fd1121f1aafc4-0,24,2,16,4
a37fd1121f1aafc4-0,25,10,16,4
a37fd1121f1aafc4-0,26,2,16,4
a37fd1121f1aafc4-0,27,2,16,4
a37fd1121f1aafc4-0,28,4,16,4
d7e23e99b4398a97-0,0,2,16,8
d7e23e99b4398a97-0,1,2,16,8
d7e23e99b4398a97-0,2,2,16,8
d7e23e99b4398a97-0,3,2,16,8
d7e23e99b4398a97-0,4,2,16,8
d7e23e99b4398a97-0,5,2,16,8
d7e23e99b4398a97-0,6,2,16,8
d7e23e99b4398a97-0,7,2,16,8
d7e23e99b4398a97-0,8,1,16,8
d7e23e99b4398a97-0,9,2,16,8
d7e23e99b4398a97-0,10,1,16,8
d7e23e99b4398a97-0,11,2,16,8
d7e23e99b4398a97-0,12,2,16,8
d7e23e99b4398a97-0,13,1,16,8
d7e23e99b4398a97-0,14,2,16,8
d7e23e99b4398a97-0,15,1,16,8
d7e23e99b4398a97-0,16,2,16,8
d7e23e99b4398a97-0,17,2,16,8
d7e23e99b4398a97-0,18,1,16,8
d7e23e99b4398a97-0,19,1,16,8
d7e23e99b4398a97-0,20,1,16,8
d7e23e99b4398a97-0,21,1,16,8
d7e23e99b4398a97-0,22,2,16,8
d7e23e99b4398a97-0,23,1,16,8
d7e23e99b4398a97-0,24,1,16,8
d7e23e99b4398a97-0,25,8,16,8
d7e23e99b4398a97-0,26,2,16,8
d7e23e99b4398a97-0,27,2,16,8
d7e23e99b4398a97-0,28,2,16,8
d7e23e99b4398a97-2,0,16,16,8
d7e23e99b4398a97-2,1,2,16,8
d7e23e99b4398a97-2,2,2,16,8
d7e23e99b4398a97-2,3,2,16,8
d7e23e99b4398a97-2,4,2,16,8
d7e23e99b4398a97-2,5,2,16,8
d7e23e99b4398a97-2,6,2,16,8
d7e23e99b4398a97-2,7,2,16,8
d7e23e99b4398a97-2,8,2,16,8
d7e23e99b4398a97-2,9,1,16,8
d7e23e99b4398a97-2,10,2,16,8
d7e23e99b4398a97-2,11,1,16,8
d7e23e99b4398a97-2,12,2,16,8
d7e23e99b4398a97-2,13,2,16,8
d7e23e99b4398a97-2,14,1,16,8
d7e23e99b4398a97-2,15,2,16,8
d7e23e99b4398a97-2,16,1,16,8
d7e23e99b4398a97-2,17,4,16,8
d7e23e99b4398a97-2,18,3,16,8
d7e23e99b4398a97-2,19,1,16,8
d7e23e99b4398a97-2,20,2,16,8
d7e23e99b4398a97-2,21,2,16,8
d7e23e99b4398a97-2,22,3,16,8
d7e23e99b4398a97-2,23,1,16,8
d7e23e99b4398a97-2,24,4,16,8
d7e23e99b4398a97-2,25,3,16,8
d7e23e99b4398a97-2,26,1,16,8
d7e23e99b4398a97-2,27,2,16,8
d7e23e99b4398a97-2,28,2,16,8
2dffe4bd0ebdbd6c-0,0,4,20,10
2dffe4bd0ebdbd6c-0,1,2,20,10
2dffe4bd0ebdbd6c-0,2,4,20,10
2dffe4bd0ebdbd6c-0,3,4,20,10
2dffe4bd0ebdbd6c-0,4,6,20,10
2dffe4bd0ebdbd6c-0,5,4,20,10
2dffe4bd0ebdbd6c-0,6,2,20,10
2dffe4bd0ebdbd6c-0,7,4,20,10
2dffe4bd0ebdbd6c-0,8,4,20,10
2dffe4bd0ebdbd6c-0,9,6,20,10
2dffe4bd0ebdbd6c-0,10,4,20,10
2dffe4bd0ebdbd6c-0,11,2,20,10
2dffe4bd0ebdbd6c-0,12,2,20,10
2dffe4bd0ebdbd6c-0,13,2,20,10
2dffe4bd0ebdbd6c-0,14,2,20,10
2dffe4bd0ebdbd6c-0,15,2,20,10
2dffe4bd0ebdbd6c-0,16,2,20,10
2dffe4bd0ebdbd6c-0,17,2,20,10
2dffe4bd0ebdbd6c-0,18,2,20,10
2dffe4bd0ebdbd6c-0,19,2,20,10
2dffe4bd0ebdbd6c-0,20,2,20,10
2dffe4bd0ebdbd6c-0,21,2,20,10
2dffe4bd0ebdbd6c-0,22,2,20,10
2dffe4bd0ebdbd6c-0,23,2,20,10
2dffe4bd0ebdbd6c-0,24,3,20,10
2dffe4bd0ebdbd6c-0,25,1,20,10
2dffe4bd0ebdbd6c-0,26,6,20,10
2dffe4bd0ebdbd6c-0,27,4,20,10
2dffe4bd0ebdbd6c-0,28,2,20,10
1a3ed65fc0e081df-0,0,2,16,4
1a3ed65fc0e081df-0,1,4,16,4
1a3ed65fc0e081df-0,2,2,16,4
1a3ed65fc0e081df-0,3,3,16,4
1a3ed65fc0e081df-0,4,1,16,4
1a3ed65fc0e081df-0,5,4,16,4
1a3ed65fc0e081df-0,6,1,16,4
